"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.012","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.056","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.287","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","-0.107","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.193","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.198","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments final consumption expenditure","Percent","239","units","0","v62305824","1.3.1.9","0.242","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.363","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-2.997","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","3.356","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.622","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.809","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.368","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.821","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.368","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.486","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.627","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.388","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.261","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.086","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.323","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.151","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.304","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.035","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","0.234","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Gross fixed capital formation","Percent","239","units","0","v62305825","1.3.1.10","-0.109","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.378","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-2.950","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","3.211","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.619","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.786","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.427","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.825","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.337","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.452","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.591","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.327","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.296","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.074","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.334","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.190","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.370","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.042","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","0.150","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Business gross fixed capital formation","Percent","239","units","0","v62305826","1.3.1.11","-0.172","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.320","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.994","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","2.429","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.313","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.559","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.150","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.831","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.076","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.308","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.900","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.408","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.182","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.253","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.012","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.210","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.071","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.116","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","-0.146","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Residential structures","Percent","239","units","0","v62305827","1.3.1.12","0.056","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-0.128","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-1.812","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.669","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.247","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.049","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.510","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.001","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.286","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.017","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.237","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.054","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-0.146","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.109","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.360","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-0.400","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-0.274","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.049","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","0.287","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Percent","239","units","0","v62305828","1.3.1.13","-0.262","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.032","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.907","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.091","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.042","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.239","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.180","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.086","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.139","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.032","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.121","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.068","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.116","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.061","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.160","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.203","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","-0.225","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.057","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.112","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-residential structures","Percent","239","units","0","v62305829","1.3.1.14","0.003","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.096","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.905","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.761","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.289","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.190","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.330","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.086","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.148","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.015","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.115","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.015","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.262","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.048","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.200","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.197","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.049","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.007","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","0.175","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Machinery and equipment","Percent","239","units","0","v62305830","1.3.1.15","-0.265","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.070","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","-0.144","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.112","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.060","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.178","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.066","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.005","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","-0.025","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.126","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.072","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.027","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.032","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.069","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","-0.038","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.000","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","-0.025","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.025","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.009","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Intellectual property products","Percent","239","units","0","v62305831","1.3.1.16","0.034","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.003","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","-0.002","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.009","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.004","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.002","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.003","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","-0.004","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.002","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.010","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.006","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.000","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","-0.002","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","-0.001","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","-0.002","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.005","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.007","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.002","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.002","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-profit institutions serving households' gross fixed capital formation","Percent","239","units","0","v62305832","1.3.1.17","0.001","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.012","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.045","","","","3"
